window_size,window_acc,global_acc,macro_f1,global_samples
100,0.96,0.8441379310344828,0.8670268107242898,11600
100,0.93,0.8448717948717949,0.7773660067600194,11700
100,0.94,0.8456779661016949,0.87621609023528,11800
100,0.79,0.8452100840336134,0.4660966712266302,11900
100,0.94,0.846,0.8343760640108955,12000
100,0.95,0.8468595041322314,0.8141252955082742,12100
100,0.96,0.8477868852459016,0.9018843404808317,12200
100,0.96,0.84869918699187,0.9289179812435626,12300
100,0.96,0.8495967741935484,0.916311077643909,12400
100,0.94,0.85032,0.8063473610788189,12500
100,0.95,0.8511111111111112,0.7955475691324747,12600
100,0.94,0.8518110236220472,0.8745210727969349,12700
100,0.88,0.85203125,0.6840350509705349,12800
100,0.92,0.8525581395348837,0.8587503183091418,12900
100,0.88,0.8527692307692307,0.7242101869761445,13000
100,0.88,0.8529770992366412,0.6801120448179272,13100
100,0.93,0.853560606060606,0.8116232059834243,13200
100,0.96,0.8543609022556391,0.9301335383131368,13300
100,0.97,0.8552238805970149,0.906149913771865,13400
100,0.96,0.856,0.9009286950463422,13500
100,0.92,0.8564705882352941,0.813867788026768,13600
100,0.76,0.8557664233576643,0.5478094165594166,13700
100,0.94,0.8563768115942029,0.8818181818181818,13800
100,0.9,0.8566906474820144,0.6862376518733907,13900
100,0.93,0.8572142857142857,0.9113255165886744,14000
100,0.96,0.8579432624113476,0.8326333992094862,14100
100,0.96,0.8586619718309859,0.9188453159041394,14200
100,0.96,0.8593706293706294,0.883008658008658,14300
100,0.97,0.8601388888888889,0.9607413140694875,14400
100,0.97,0.8608965517241379,0.9388639176600873,14500
100,0.99,0.8617808219178082,0.9693486590038314,14600
100,0.98,0.8625850340136054,0.9389259483862273,14700
100,0.95,0.8631756756756757,0.8058548977903817,14800
100,0.87,0.8632214765100671,0.8412113412113412,14900
100,0.83,0.863,0.704004329004329,15000
100,0.17,0.8584105960264901,0.13520408163265307,15100
100,0.19,0.8540131578947369,0.16805393680393682,15200
100,0.25,0.8500653594771241,0.2486429350791053,15300
100,0.31,0.8465584415584415,0.29270878978887876,15400
100,0.48,0.8441935483870968,0.44061157796451916,15500
100,0.69,0.8432051282051282,0.6963992642897567,15600
100,0.67,0.8421019108280254,0.5944468223879988,15700
100,0.8,0.8418354430379746,0.7818181818181819,15800
100,0.77,0.8413836477987421,0.7097222222222223,15900
100,0.9,0.84175,0.8978174603174602,16000
100,0.66,0.8406211180124223,0.673590494191407,16100
100,0.59,0.8390740740740741,0.4485553206483439,16200
100,0.76,0.8385889570552147,0.7490713127989427,16300
100,0.83,0.8385365853658536,0.8205211949766404,16400
100,0.84,0.8385454545454546,0.795534595203195,16500
100,0.86,0.8386746987951808,0.8669530405306684,16600
100,0.71,0.8379041916167664,0.7348039215686275,16700
100,0.83,0.8378571428571429,0.8641622574955907,16800
100,0.95,0.8385207100591716,0.9346844051101747,16900
100,0.88,0.838764705882353,0.8723581953689481,17000
100,0.94,0.8393567251461989,0.9506155207788551,17100
100,0.88,0.839593023255814,0.8303571428571428,17200
100,0.94,0.8401734104046242,0.9114785945747976,17300
100,0.58,0.8386781609195403,0.5526315789473684,17400
100,0.83,0.8386285714285714,0.8018774085381113,17500
100,0.97,0.839375,0.9666998807499312,17600
100,0.89,0.8396610169491525,0.8836673651341468,17700
100,0.95,0.8402808988764044,0.9398761698414131,17800
100,0.98,0.8410614525139665,0.9842549436626091,17900
100,0.93,0.8415555555555555,0.9281467041525034,18000
100,0.88,0.841767955801105,0.8739688552188551,18100
100,0.89,0.842032967032967,0.886667122413636,18200
100,0.89,0.8422950819672131,0.888618326118326,18300
100,0.89,0.842554347826087,0.8710623869801085,18400
